"rank","Economy","Income Group(Strength/Weakness)","Strength / Weakness","Value","Score"
"112","Hong Kong, China","Weakness","Weakness","0.3","6.8"
"113","Panama","Weakness","","0.3","6.6"
"114","Oman","Weakness","Weakness","0.3","6.5"
"115","United Republic of Tanzania (the)","","","0.3","6.5"
"116","Kenya","Weakness","Weakness","0.3","6.0"
"117","Nicaragua","Weakness","","0.3","5.7"
"118","Jordan","Weakness","Weakness","0.2","5.3"
"119","Guinea","Weakness","","0.2","5.1"
"120","Bangladesh","Weakness","","0.2","4.9"
"121","Nepal","Weakness","Weakness","0.2","4.8"
"122","Tajikistan","Weakness","","0.2","4.7"
"123","Thailand","Weakness","Weakness","0.2","4.5"
"124","Turkey","Weakness","Weakness","0.2","4.0"
"125","Mexico","Weakness","Weakness","0.0","0.6"
"126","Viet Nam","Weakness","Weakness","0.0","0.5"
"127","Ecuador","Weakness","Weakness","0.0","0.4"
"128","Paraguay","Weakness","Weakness","0.0","0.0"
