"rank","Economy","Income Group(Strength/Weakness)","Strength / Weakness","Value","Score"
"70","Costa Rica","","","0.0","0.6"
"71","Jordan","","","0.0","0.5"
"72","Peru","","","0.0","0.5"
"73","Sri Lanka","","","0.0","0.4"
"74","Zimbabwe","","","0.0","0.4"
"75","Bahrain","","","0.0","0.4"
"76","Philippines","","","0.0","0.4"
"77","Kenya","","","0.0","0.4"
"78","Iran (Islamic Republic of)","","","0.0","0.4"
"79","Azerbaijan","","","0.0","0.3"
"80","Morocco","","","0.0","0.3"
"81","Kuwait","","","0.0","0.2"
"82","Ghana","","","0.0","0.2"
"83","Ecuador","","","0.0","0.2"
"84","Viet Nam","","","0.0","0.2"
"85","Dominican Republic (the)","","","0.0","0.2"
"86","Oman","","","0.0","0.2"
"87","Tunisia","","","0.0","0.1"
"88","Egypt","","","0.0","0.1"
"89","Algeria","","","0.0","0.0"
"90","Pakistan","","","0.0","0.0"
"91","Indonesia","","","0.0","0.0"
"92","Nigeria","","","0.0","0.0"
"93","Paraguay","Weakness","Weakness","0.0","0.0"
"93","Namibia","Weakness","Weakness","0.0","0.0"
"93","Montenegro","Weakness","Weakness","0.0","0.0"
"93","Nicaragua","Weakness","Weakness","0.0","0.0"
"93","Niger (the)","Weakness","Weakness","0.0","0.0"
"93","Tajikistan","Weakness","Weakness","0.0","0.0"
"93","United Republic of Tanzania (the)","Weakness","Weakness","0.0","0.0"
"93","North Macedonia","Weakness","Weakness","0.0","0.0"
"93","Senegal","Weakness","Weakness","0.0","0.0"
"93","Trinidad and Tobago","Weakness","Weakness","0.0","0.0"
"93","Uganda","Weakness","Weakness","0.0","0.0"
"93","Yemen","Weakness","Weakness","0.0","0.0"
"93","Zambia","Weakness","Weakness","0.0","0.0"
"93","Ethiopia","Weakness","Weakness","0.0","0.0"
"93","Guatemala","Weakness","Weakness","0.0","0.0"
"93","Guinea","Weakness","Weakness","0.0","0.0"
"93","Honduras","Weakness","Weakness","0.0","0.0"
"93","Kyrgyzstan","Weakness","Weakness","0.0","0.0"
"93","Mali","Weakness","Weakness","0.0","0.0"
"93","Madagascar","Weakness","Weakness","0.0","0.0"
"93","Albania","Weakness","Weakness","0.0","0.0"
"93","Bangladesh","Weakness","Weakness","0.0","0.0"
"93","Brunei Darussalam","Weakness","Weakness","0.0","0.0"
"93","Benin","Weakness","Weakness","0.0","0.0"
"93","Bolivia (Plurinational State of)","Weakness","Weakness","0.0","0.0"
"93","Bosnia and Herzegovina","Weakness","Weakness","0.0","0.0"
"93","Botswana","Weakness","Weakness","0.0","0.0"
"93","El Salvador","Weakness","Weakness","0.0","0.0"
"93","Cote d'Ivoire","Weakness","Weakness","0.0","0.0"
"93","Cambodia","Weakness","Weakness","0.0","0.0"
"93","Cameroon","Weakness","Weakness","0.0","0.0"
