"rank","Economy","Income Group(Strength/Weakness)","Strength / Weakness","Value","Score"
"84","Malawi","","","-0.4","36.6"
"85","Albania","","","-0.4","35.7"
"86","Burkina Faso","","","-0.4","35.7"
"87","Kazakhstan","","","-0.4","35.5"
"88","Kenya","","","-0.4","35.5"
"89","Republic of Moldova (the)","","","-0.4","35.4"
"90","Philippines","","","-0.4","35.4"
"91","Dominican Republic (the)","","","-0.4","35.3"
"92","United Republic of Tanzania (the)","","","-0.4","34.6"
"93","Ethiopia","","","-0.5","34.4"
"94","Peru","","","-0.5","33.1"
"95","Egypt","","","-0.5","32.2"
"96","Azerbaijan","","","-0.6","31.7"
"97","Mexico","","","-0.6","31.4"
"98","Benin","","","-0.6","29.8"
"99","Cote d'Ivoire","","","-0.6","29.7"
"100","Nicaragua","","","-0.6","29.3"
"101","Paraguay","","","-0.7","29.2"
"102","Bangladesh","","","-0.7","28.6"
"103","Niger (the)","","","-0.7","28.5"
"104","Nepal","","","-0.7","28.5"
"105","Iran (Islamic Republic of)","","","-0.7","28.3"
"106","Ecuador","Weakness","","-0.7","27.8"
"107","Ukraine","","Weakness","-0.7","27.6"
"108","Togo","","","-0.7","27.5"
"109","Pakistan","","","-0.7","27.2"
"110","Mali","","","-0.8","25.8"
"111","Russian Federation (the)","Weakness","Weakness","-0.8","25.4"
"112","Belarus","Weakness","Weakness","-0.8","24.7"
"113","Lebanon","Weakness","Weakness","-0.8","24.6"
"114","El Salvador","","","-0.9","23.7"
"115","Madagascar","","","-0.9","23.7"
"116","Algeria","Weakness","","-0.9","23.5"
"117","Nigeria","","","-0.9","23.5"
"118","Kyrgyzstan","Weakness","","-0.9","21.9"
"119","Mozambique","","","-1.0","19.8"
"120","Cameroon","Weakness","","-1.0","19.3"
"121","Honduras","Weakness","Weakness","-1.0","18.7"
"122","Cambodia","Weakness","","-1.1","18.4"
"123","Guatemala","Weakness","","-1.1","18.3"
"124","Bolivia (Plurinational State of)","Weakness","Weakness","-1.2","14.4"
"125","Guinea","","","-1.2","13.9"
"126","Tajikistan","Weakness","Weakness","-1.4","10.5"
"127","Zimbabwe","Weakness","Weakness","-1.4","9.9"
"128","Burundi","Weakness","Weakness","-1.4","9.5"
"129","Yemen","Weakness","Weakness","-1.8","0.0"
